job_id,company_id,company_name,company_type,is_newly_founded,company_industry,job_title,role_category,job_description,responsibilities,requirements,skills_required,job_type,workplace_type,location,salary_min,salary_max,salary_currency,salary_period,experience_level,experience_years_min,experience_years_max,competition_level,applicant_count,is_fresher_friendly,is_early_applicant,freshness_label,is_active,posted_at
129,13,CRED,Startup,False,Fintech & Rewards,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,Remote,"Remote, India",37924,65013,INR,Per Month,Fresher,0,1,Low,36,True,False,Active,True,2026-09-06 14:06:02
130,13,CRED,Startup,False,Fintech & Rewards,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,On-site,"Chennai, Tamil Nadu, India",1784012,3058307,INR,Per Annum,Mid-level,2,5,Low,23,False,False,Recently Posted,True,2026-09-10 01:06:02
131,13,CRED,Startup,False,Fintech & Rewards,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Remote,"Noida, Uttar Pradesh, India",1272889,2333631,INR,Per Annum,Mid-level,2,4,Medium,62,False,False,Active,True,2026-09-04 17:06:02
132,13,CRED,Startup,False,Fintech & Rewards,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,"Hyderabad, Telangana, India",1013995,1789404,INR,Per Annum,Entry-level,1,3,Medium,78,True,False,Active,True,2026-08-26 08:06:02
133,13,CRED,Startup,False,Fintech & Rewards,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Hybrid,"Hyderabad, Telangana, India",1626560,2819371,INR,Per Annum,Mid-level,2,5,Medium,47,False,False,Active,True,2026-08-27 04:06:02
134,13,CRED,Startup,False,Fintech & Rewards,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,"Remote, India",808141,1426132,INR,Per Annum,Entry-level,1,3,Low,69,True,False,Active,True,2026-09-06 14:06:02
135,13,CRED,Startup,False,Fintech & Rewards,Junior Python Developer (Fresher Friendly),Backend,Kickstart your software engineering journey with mentorship from experienced architects.,Write clean Python code for CRUD operations; participate in code reviews and unit test writing in Pytest.,"B.Tech/B.E/BCA/MCA graduate with strong fundamentals in Python, OOP concepts, and SQL basics.","[""Python"", ""FastAPI"", ""SQL"", ""Git"", ""REST APIs"", ""Data Structures""]",Full-time,On-site,"Noida, Uttar Pradesh, India",732419,1159664,INR,Per Annum,Fresher,0,1,Medium,39,True,False,Active,True,2026-08-28 10:06:02
136,13,CRED,Startup,False,Fintech & Rewards,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Remote,"Delhi NCR / Gurugram, India",1157388,1999125,INR,Per Annum,Mid-level,2,4,Low,20,False,False,Just Posted,True,2026-09-12 16:06:02
137,13,CRED,Startup,False,Fintech & Rewards,AI / Machine Learning Engineer (NLP & Vector Search),AI/ML,"Develop semantic matching engines, ATS scoring models, and candidate recommendation algorithms.",Train embedding models for resume-to-job similarity; optimize cosine distance calculations; build ML inference APIs.,"Proven experience in NLP, embeddings, vector similarity search, and deep learning frameworks.","[""Python"", ""PyTorch"", ""Hugging Face"", ""spaCy"", ""sentence-transformers"", ""Vector DB"", ""ChromaDB"", ""scikit-learn""]",Full-time,Hybrid,"Hyderabad, Telangana, India",1773591,3153052,INR,Per Annum,Mid-level,2,5,Medium,30,False,False,Active,True,2026-08-28 03:06:02
138,13,CRED,Startup,False,Fintech & Rewards,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,Hybrid,"Pune, Maharashtra, India",2146457,3756300,INR,Per Annum,Mid-level,3,6,Low,70,False,False,Active,True,2026-09-05 23:06:02
139,13,CRED,Startup,False,Fintech & Rewards,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Hybrid,"Noida, Uttar Pradesh, India",32484,58472,INR,Per Month,Fresher,0,1,Low,76,True,False,Active,True,2026-08-25 23:06:02
140,14,Zepto,Startup,False,Quick Commerce,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,Remote,"Hyderabad, Telangana, India",38414,65853,INR,Per Month,Fresher,0,1,Medium,33,True,False,Active,True,2026-09-03 17:06:02
141,14,Zepto,Startup,False,Quick Commerce,Full Stack Engineer (FastAPI + React),Full Stack,Lead end-to-end feature delivery across frontend client apps and scalable backend services.,"Architect database schemas, implement business APIs, and craft pixel-perfect user dashboards.",Full-stack proficiency with Python/FastAPI backend and React/Next.js frontend.,"[""Python"", ""FastAPI"", ""React"", ""TypeScript"", ""PostgreSQL"", ""Docker"", ""Tailwind CSS""]",Full-time,On-site,"Bengaluru, Karnataka, India",1994150,3489764,INR,Per Annum,Mid-level,3,6,Medium,52,False,False,Active,True,2026-09-06 01:06:02
142,14,Zepto,Startup,False,Quick Commerce,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,On-site,"Mumbai, Maharashtra, India",1989875,3449117,INR,Per Annum,Mid-level,2,5,Medium,78,False,False,Active,True,2026-09-06 16:06:02
143,14,Zepto,Startup,False,Quick Commerce,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Remote,"Hyderabad, Telangana, India",838824,1480279,INR,Per Annum,Entry-level,1,3,Low,53,True,False,Just Posted,True,2026-09-13 06:06:02
144,14,Zepto,Startup,False,Quick Commerce,Backend Software Engineer (Python / FastAPI),Backend,Design and build high-throughput RESTful services and distributed data pipelines.,Develop modular backend microservices in FastAPI; optimize database queries in PostgreSQL; configure Redis caching.,"Strong background in Python 3.10+, SQLAlchemy, async programming, and Docker containerization.","[""Python"", ""FastAPI"", ""PostgreSQL"", ""Redis"", ""Docker"", ""REST APIs"", ""Microservices""]",Full-time,On-site,"Noida, Uttar Pradesh, India",1517665,2601712,INR,Per Annum,Mid-level,2,5,Medium,38,False,False,Active,True,2026-08-29 02:06:02
145,14,Zepto,Startup,False,Quick Commerce,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,Hybrid,"Delhi NCR / Gurugram, India",945762,1655083,INR,Per Annum,Entry-level,1,3,Medium,47,True,False,Active,True,2026-09-06 10:06:02
146,14,Zepto,Startup,False,Quick Commerce,Product Designer (UI/UX & Mobile Interactions),Design,"Design high-converting swipe interfaces, seamless recruiter portals, and accessible design system components.","Create user flows, wireframes, and interactive prototypes in Figma; conduct usability tests with job seekers.","Strong design portfolio with expertise in auto-layout, mobile micro-interactions, and design systems.","[""Figma"", ""UI/UX Design"", ""Wireframing"", ""Prototyping"", ""Design Systems"", ""User Research""]",Full-time,Remote,"Chennai, Tamil Nadu, India",1448863,2502582,INR,Per Annum,Mid-level,2,4,Low,43,False,False,Active,True,2026-09-07 03:06:02
147,14,Zepto,Startup,False,Quick Commerce,AI Research & NLP Intern,AI/ML,Join our AI research team to perform exploratory data analysis on resume datasets and fine-tune NLP tokenizers.,Perform EDA and data cleaning on unstructured text; evaluate heuristic vs transformer matching scores.,Strong Python coding ability and academic foundation in statistical machine learning and NLP.,"[""Python"", ""Pandas"", ""NumPy"", ""scikit-learn"", ""spaCy"", ""NLP"", ""PyTorch""]",Internship,Remote,"Remote, India",41592,71301,INR,Per Month,Fresher,0,1,Medium,15,True,False,Active,True,2026-08-25 16:06:02
148,14,Zepto,Startup,False,Quick Commerce,Data Analyst (Job Market & Hiring Intelligence),Data Analytics,"Analyze salary benchmarks, hiring velocity, and user swipe engagement patterns to generate market insights.",Write complex SQL queries for analytics; build executive Tableau dashboards; calculate candidate conversion funnels.,Proficient in SQL and statistical data analysis in Python (Pandas/Seaborn).,"[""SQL"", ""Python"", ""Pandas"", ""Tableau"", ""PowerBI"", ""Data Modeling"", ""Excel""]",Full-time,Hybrid,"Mumbai, Maharashtra, India",1146458,2023161,INR,Per Annum,Entry-level,1,3,Medium,61,True,False,Just Posted,True,2026-09-12 15:06:02
149,14,Zepto,Startup,False,Quick Commerce,"Frontend Engineer (React.js, TypeScript & Tailwind)",Frontend,"Craft responsive swipe interfaces, analytics dashboards, and interactive user journeys.",Build modular UI components in React with Tailwind CSS; integrate REST APIs with graceful error handling.,"2+ years experience with modern React, TypeScript, state management (Redux/Context), and CSS animations.","[""React"", ""TypeScript"", ""Tailwind CSS"", ""Redux"", ""Framer Motion"", ""REST APIs"", ""Next.js""]",Full-time,Hybrid,"Noida, Uttar Pradesh, India",1276929,2341037,INR,Per Annum,Mid-level,2,4,Medium,72,False,False,Active,True,2026-09-09 00:06:02
150,15,Postman,Startup,False,API Development Platform,DevOps & Cloud Infrastructure Engineer,DevOps,Maintain containerized multi-service architectures and automate continuous integration and deployment pipelines.,Configure Docker Compose and Kubernetes pods; maintain CI workflows; manage AWS cloud resources.,"Solid experience in Docker containerization, Linux systems administration, and GitHub Actions CI.","[""Docker"", ""Kubernetes"", ""AWS"", ""GitHub Actions"", ""Terraform"", ""Linux"", ""PostgreSQL"", ""Redis""]",Full-time,Remote,"Delhi NCR / Gurugram, India",1754164,3040552,INR,Per Annum,Mid-level,2,5,Medium,29,False,False,Active,True,2026-09-02 15:06:02
151,15,Postman,Startup,False,API Development Platform,Frontend Developer Intern (React & UI Design),Frontend,Hands-on frontend internship building swipe-based job discovery cards and mobile-first layouts.,Convert Figma designs to clean React components; implement responsive layouts and micro-interactions.,Demonstrated personal projects in React.js and strong knowledge of modern CSS/Tailwind.,"[""React"", ""JavaScript"", ""HTML5"", ""CSS3"", ""Tailwind CSS"", ""Git""]",Internship,Hybrid,"Pune, Maharashtra, India",31935,57484,INR,Per Month,Fresher,0,1,Medium,69,True,False,Active,True,2026-08-27 13:06:02
152,15,Postman,Startup,False,API Development Platform,Software Development Engineer in Test (SDET / QA),QA/Testing,"Build automated test suites for REST APIs, validate RBAC security policies, and maintain regression test beds.",Develop automated integration test cases using Pytest; maintain Postman collections; perform load and security tests.,Strong Python test automation skills and deep understanding of HTTP status codes and API specifications.,"[""Python"", ""Pytest"", ""Postman"", ""REST APIs"", ""Selenium"", ""Jest"", ""CI/CD""]",Full-time,On-site,"Chennai, Tamil Nadu, India",985409,1724467,INR,Per Annum,Entry-level,1,3,Medium,46,True,False,Active,True,2026-09-04 18:06:02
